    # Energy          Mo          Au           S          Si
   -11.33409     0.00000     0.00000     0.00000     0.00000
   -11.33109     0.00000     0.00000     0.00000     0.00000
   -11.32809     0.00000     0.00000     0.00000     0.00000
   -11.32509     0.00000     0.00000     0.00000     0.00000
   -11.32209     0.00000     0.00000     0.00000     0.00000
   -11.31909     0.00000     0.00000     0.00000     0.00000
   -11.31609     0.00000     0.00000     0.00000     0.00000
   -11.31309     0.00000     0.00000     0.00000     0.00000
   -11.31009     0.00000     0.00000     0.00000     0.00000
   -11.30709     0.00000     0.00000     0.00000     0.00000
   -11.30409     0.00000     0.00000     0.00000     0.00000
   -11.30109     0.00000     0.00000     0.00000     0.00000
   -11.29809     0.00000     0.00000     0.00000     0.00000
   -11.29509     0.00000     0.00000     0.00000     0.00000
   -11.29209     0.00000     0.00000     0.00000     0.00000
   -11.28909     0.00000     0.00000     0.00000     0.00000
   -11.28609     0.00000     0.00000     0.00000     0.00000
   -11.28309     0.00000     0.00000     0.00000     0.00000
   -11.28009     0.00000     0.00000     0.00000     0.00000
   -11.27709     0.00000     0.00000     0.00000     0.00000
   -11.27409     0.00000     0.00000     0.00000     0.00000
   -11.27109     0.00000     0.00000     0.00000     0.00000
   -11.26809     0.00000     0.00000     0.00000     0.00000
   -11.26509     0.00000     0.00000     0.00000     0.00000
   -11.26209     0.00000     0.00000     0.00000     0.00000
   -11.25909     0.00000     0.00000     0.00000     0.00000
   -11.25609     0.00000     0.00000     0.00000     0.00000
   -11.25309     0.00000     0.00000     0.00000     0.00000
   -11.25009     0.00000     0.00000     0.00000     0.00000
   -11.24709     0.00000     0.00000     0.00000     0.00000
   -11.24409     0.00000     0.00000     0.00000     0.00000
   -11.24109     0.00000     0.00000     0.00000     0.00000
   -11.23809     0.00000     0.00000     0.00000     0.00000
   -11.23509     0.00000     0.00000     0.00000     0.00000
   -11.23209     0.00000     0.00000     0.00000     0.00000
   -11.22909     0.00000     0.00000     0.00000     0.00000
   -11.22609     0.00000     0.00000     0.00000     0.00000
   -11.22309     0.00000     0.00000     0.00000     0.00000
   -11.22009     0.00000     0.00000     0.00000     0.00000
   -11.21709     0.00000     0.00000     0.00000     0.00000
   -11.21409     0.00000     0.00000     0.00000     0.00000
   -11.21109     0.00000     0.00000     0.00000     0.00000
   -11.20809     0.00000     0.00000     0.00000     0.00000
   -11.20509     0.00000     0.00000     0.00000     0.00000
   -11.20209     0.00000     0.00000     0.00000     0.00000
   -11.19909     0.00000     0.00000     0.00000     0.00000
   -11.19609     0.00000     0.00000     0.00000     0.00000
   -11.19309     0.00000     0.00000     0.00000     0.00000
   -11.19009     0.00000     0.00000     0.00000     0.00000
   -11.18709     0.00000     0.00000     0.00000     0.00000
   -11.18409     0.00000     0.00000     0.00000     0.00000
   -11.18109     0.00000     0.00000     0.00000     0.00000
   -11.17809     0.00000     0.00000     0.00000     0.00000
   -11.17509     0.00000     0.00000     0.00000     0.00000
   -11.17209     0.00000     0.00000     0.00000     0.00000
   -11.16909     0.00000     0.00000     0.00000     0.00000
   -11.16609     0.00000     0.00000     0.00000     0.00000
   -11.16309     0.00000     0.00000     0.00000     0.00000
   -11.16009     0.00000     0.00000     0.00000     0.00000
   -11.15709     0.00000     0.00000     0.00000     0.00000
   -11.15409     0.00000     0.00000     0.00000     0.00000
   -11.15109     0.00000     0.00000     0.00000     0.00000
   -11.14809     0.00000     0.00000     0.00000     0.00000
   -11.14509     0.00000     0.00000     0.00000     0.00000
   -11.14209     0.00000     0.00000     0.00000     0.00000
   -11.13909     0.00000     0.00000     0.00000     0.00000
   -11.13609     0.00000     0.00000     0.00000     0.00000
   -11.13309     0.00000     0.00000     0.00000     0.00000
   -11.13009     0.00000     0.00000     0.00000     0.00000
   -11.12709     0.00000     0.00000     0.00000     0.00000
   -11.12409     0.00000     0.00000     0.00000     0.00000
   -11.12109     0.00000     0.00000     0.00000     0.00000
   -11.11809     0.00000     0.00000     0.00000     0.00000
   -11.11509     0.00000     0.00000     0.00000     0.00000
   -11.11209     0.00000     0.00000     0.00000     0.00000
   -11.10909     0.00000     0.00000     0.00000     0.00000
   -11.10609     0.00000     0.00000     0.00000     0.00000
   -11.10309     0.00000     0.00000     0.00000     0.00000
   -11.10009     0.00000     0.00000     0.00000     0.00000
   -11.09709     0.00000     0.00000     0.00000     0.00000
   -11.09409     0.00000     0.00000     0.00000     0.00000
   -11.09109     0.00000     0.00000     0.00000     0.00000
   -11.08809     0.00000     0.00000     0.00000     0.00000
   -11.08509     0.00000     0.00000     0.00000     0.00000
   -11.08209     0.00000     0.00000     0.00000     0.00000
   -11.07909     0.00000     0.00000     0.00000     0.00000
   -11.07609     0.00000     0.00000     0.00000     0.00000
   -11.07309     0.00000     0.00000     0.00000     0.00000
   -11.07009     0.00000     0.00000     0.00000     0.00000
   -11.06709     0.00000     0.00000     0.00000     0.00000
   -11.06409     0.00000     0.00000     0.00000     0.00000
   -11.06109     0.00000     0.00000     0.00000     0.00000
   -11.05809     0.00000     0.00000     0.00000     0.00000
   -11.05509     0.00000     0.00000     0.00000     0.00000
   -11.05209     0.00000     0.00000     0.00000     0.00000
   -11.04909     0.00000     0.00000     0.00000     0.00000
   -11.04609     0.00000     0.00000     0.00000     0.00000
   -11.04309     0.00000     0.00000     0.00000     0.00000
   -11.04009     0.00000     0.00000     0.00000     0.00000
   -11.03709     0.00000     0.00000     0.00000     0.00000
   -11.03409     0.00000     0.00000     0.00000     0.00000
   -11.03109     0.00000     0.00000     0.00000     0.00000
   -11.02809     0.00000     0.00000     0.00000     0.00000
   -11.02509     0.00000     0.00000     0.00000     0.00000
   -11.02209     0.00000     0.00000     0.00000     0.00000
   -11.01909     0.00000     0.00000     0.00000     0.00000
   -11.01609     0.00000     0.00000     0.00000     0.00000
   -11.01309     0.00000     0.00000     0.00000     0.00000
   -11.01009     0.00000     0.00000     0.00000     0.00000
   -11.00709     0.00000     0.00000     0.00000     0.00000
   -11.00409     0.00000     0.00000     0.00000     0.00000
   -11.00109     0.00000     0.00000     0.00000     0.00000
   -10.99809     0.00000     0.00000     0.00000     0.00000
   -10.99509     0.00000     0.00000     0.00000     0.00000
   -10.99209     0.00000     0.00000     0.00000     0.00000
   -10.98909     0.00000     0.00000     0.00000     0.00000
   -10.98609     0.00000     0.00000     0.00000     0.00000
   -10.98309     0.00000     0.00000     0.00000     0.00000
   -10.97909     0.00000     0.00000     0.00000     0.00000
   -10.97609     0.00000     0.00000     0.00000     0.00000
   -10.97309     0.00000     0.00000     0.00000     0.00000
   -10.97009     0.00000     0.00000     0.00000     0.00000
   -10.96709     0.00000     0.00000     0.00000     0.00000
   -10.96409     0.00000     0.00000     0.00000     0.00000
   -10.96109     0.00000     0.00000     0.00000     0.00000
   -10.95809     0.00000     0.00000     0.00000     0.00000
   -10.95509     0.00000     0.00000     0.00000     0.00000
   -10.95209     0.00000     0.00000     0.00000     0.00000
   -10.94909     0.00000     0.00000     0.00000     0.00000
   -10.94609     0.00000     0.00000     0.00000     0.00000
   -10.94309     0.00000     0.00000     0.00000     0.00000
   -10.94009     0.00000     0.00000     0.00000     0.00000
   -10.93709     0.00000     0.00000     0.00000     0.00000
   -10.93409     0.00000     0.00000     0.00000     0.00000
   -10.93109     0.00000     0.00000     0.00000     0.00000
   -10.92809     0.00000     0.00000     0.00000     0.00000
   -10.92509     0.00000     0.00000     0.00000     0.00000
   -10.92209     0.00000     0.00000     0.00000     0.00000
   -10.91909     0.00000     0.00000     0.00000     0.00000
   -10.91609     0.00000     0.00000     0.00000     0.00000
   -10.91309     0.00000     0.00000     0.00000     0.00000
   -10.91009     0.00000     0.00000     0.00000     0.00000
   -10.90709     0.00000     0.00000     0.00000     0.00000
   -10.90409     0.00000     0.00000     0.00000     0.00000
   -10.90109     0.00000     0.00000     0.00000     0.00000
   -10.89809     0.00000     0.00000     0.00000     0.00000
   -10.89509     0.00000     0.00000     0.00000     0.00000
   -10.89209     0.00000     0.00000     0.00000     0.00000
   -10.88909     0.00000     0.00000     0.00000     0.00000
   -10.88609     0.00000     0.00000     0.00000     0.00000
   -10.88309     0.00000     0.00000     0.00000     0.00000
   -10.88009     0.00000     0.00000     0.00000     0.00000
   -10.87709     0.00000     0.00000     0.00000     0.00000
   -10.87409     0.00000     0.00000     0.00000     0.00000
   -10.87109     0.00000     0.00000     0.00000     0.00000
   -10.86809     0.00000     0.00000     0.00000     0.00000
   -10.86509     0.00000     0.00000     0.00000     0.00000
   -10.86209     0.00000     0.00000     0.00000     0.00000
   -10.85909     0.00000     0.00000     0.00000     0.00000
   -10.85609     0.00000     0.00000     0.00000     0.00000
   -10.85309     0.00000     0.00000     0.00000     0.00000
   -10.85009     0.00000     0.00000     0.00000     0.00000
   -10.84709     0.00000     0.00000     0.00000     0.00000
   -10.84409     0.00000     0.00000     0.00000     0.00000
   -10.84109     0.00000     0.00000     0.00000     0.00000
   -10.83809     0.00000     0.00000     0.00000     0.00000
   -10.83509     0.00000     0.00000     0.00000     0.00000
   -10.83209     0.00000     0.00000     0.00000     0.00000
   -10.82909     0.00000     0.00000     0.00000     0.00000
   -10.82609     0.00000     0.00000     0.00000     0.00000
   -10.82309     0.00000     0.00000     0.00000     0.00000
   -10.82009     0.00000     0.00000     0.00000     0.00000
   -10.81709     0.00000     0.00000     0.00000     0.00000
   -10.81409     0.00000     0.00000     0.00000     0.00000
   -10.81109     0.00000     0.00000     0.00000     0.00000
   -10.80809     0.00000     0.00000     0.00000     0.00000
   -10.80509     0.00000     0.00000     0.00000     0.00000
   -10.80209     0.00000     0.00000     0.00000     0.00000
   -10.79909     0.00000     0.00000     0.00000     0.00000
   -10.79609     0.00000     0.00000     0.00000     0.00000
   -10.79309     0.00000     0.00000     0.00000     0.00000
   -10.79009     0.00000     0.00000     0.00000     0.00000
   -10.78709     0.00000     0.00000     0.00000     0.00000
   -10.78409     0.00000     0.00000     0.00000     0.00000
   -10.78109     0.00000     0.00000     0.00000     0.00000
   -10.77809     0.00000     0.00000     0.00000     0.00000
   -10.77509     0.00000     0.00000     0.00000     0.00000
   -10.77209     0.00000     0.00000     0.00000     0.00000
   -10.76909     0.00000     0.00000     0.00000     0.00000
   -10.76609     0.00000     0.00000     0.00000     0.00000
   -10.76309     0.00000     0.00000     0.00000     0.00000
   -10.76009     0.00000     0.00000     0.00000     0.00000
   -10.75709     0.00000     0.00000     0.00000     0.00000
   -10.75409     0.00000     0.00000     0.00000     0.00000
   -10.75109     0.00000     0.00000     0.00000     0.00000
   -10.74809     0.00000     0.00000     0.00000     0.00000
   -10.74509     0.00000     0.00000     0.00000     0.00000
   -10.74209     0.00000     0.00000     0.00000     0.00000
   -10.73909     0.00000     0.00000     0.00000     0.00000
   -10.73609     0.00000     0.00000     0.00000     0.00000
   -10.73309     0.00000     0.00000     0.00000     0.00000
   -10.73009     0.00000     0.00000     0.00000     0.00000
   -10.72709     0.00000     0.00000     0.00000     0.00000
   -10.72409     0.00000     0.00000     0.00000     0.00000
   -10.72109     0.00000     0.00000     0.00000     0.00000
   -10.71809     0.00000     0.00000     0.00000     0.00000
   -10.71509     0.00000     0.00000     0.00000     0.00000
   -10.71209     0.00000     0.00000     0.00000     0.00000
   -10.70909     0.00000     0.00000     0.00000     0.00000
   -10.70609     0.00000     0.00000     0.00000     0.00000
   -10.70309     0.00000     0.00000     0.00000     0.00000
   -10.70009     0.00000     0.00000     0.00000     0.00000
   -10.69709     0.00000     0.00000     0.00000     0.00000
   -10.69409     0.00000     0.00000     0.00000     0.00000
   -10.69109     0.00000     0.00000     0.00000     0.00000
   -10.68809     0.00000     0.00000     0.00000     0.00000
   -10.68509     0.00000     0.00000     0.00000     0.00000
   -10.68209     0.00000     0.00000     0.00000     0.00000
   -10.67909     0.00000     0.00000     0.00000     0.00000
   -10.67609     0.00000     0.00000     0.00000     0.00000
   -10.67309     0.00000     0.00000     0.00000     0.00000
   -10.67009     0.00000     0.00000     0.00000     0.00000
   -10.66709     0.00000     0.00000     0.00000     0.00000
   -10.66409     0.00000     0.00000     0.00000     0.00000
   -10.66109     0.00000     0.00000     0.00000     0.00000
   -10.65809     0.00000     0.00000     0.00000     0.00000
   -10.65509     0.00000     0.00000     0.00000     0.00000
   -10.65209     0.00000     0.00000     0.00000     0.00000
   -10.64909     0.00000     0.00000     0.00000     0.00000
   -10.64609     0.00000     0.00000     0.00000     0.00000
   -10.64309     0.00000     0.00000     0.00000     0.00000
   -10.64009     0.00000     0.00000     0.00000     0.00000
   -10.63709     0.00000     0.00000     0.00000     0.00000
   -10.63409     0.00000     0.00000     0.00000     0.00000
   -10.63109     0.00000     0.00000     0.00000     0.00000
   -10.62809     0.00000     0.00000     0.00000     0.00000
   -10.62509     0.00000     0.00000     0.00000     0.00000
   -10.62209     0.00000     0.00000     0.00000     0.00000
   -10.61909     0.00000     0.00000     0.00000     0.00000
   -10.61609     0.00000     0.00000     0.00000     0.00000
   -10.61309     0.00000     0.00000     0.00000     0.00000
   -10.61009     0.00000     0.00000     0.00000     0.00000
   -10.60709     0.00000     0.00000     0.00000     0.00000
   -10.60409     0.00000     0.00000     0.00000     0.00000
   -10.60109     0.00000     0.00000     0.00000     0.00000
   -10.59809     0.00000     0.00000     0.00000     0.00000
   -10.59509     0.00000     0.00000     0.00000     0.00000
   -10.59209     0.00000     0.00000     0.00000     0.00000
   -10.58909     0.00000     0.00000     0.00000     0.00000
   -10.58609     0.00000     0.00000     0.00000     0.00000
   -10.58309     0.00000     0.00000     0.00000     0.00000
   -10.58009     0.00000     0.00000     0.00000     0.00000
   -10.57709     0.00000     0.00000     0.00000     0.00000
   -10.57409     0.00000     0.00000     0.00000     0.00000
   -10.57109     0.00000     0.00000     0.00000     0.00000
   -10.56809     0.00000     0.00000     0.00000     0.00000
   -10.56509     0.00000     0.00000     0.00000     0.00000
   -10.56209     0.00000     0.00000     0.00000     0.00000
   -10.55909     0.00000     0.00000     0.00000     0.00000
   -10.55609     0.00000     0.00000     0.00000     0.00000
   -10.55309     0.00000     0.00000     0.00000     0.00000
   -10.55009     0.00000     0.00000     0.00000     0.00000
   -10.54709     0.00000     0.00000     0.00000     0.00000
   -10.54409     0.00000     0.00000     0.00000     0.00000
   -10.54109     0.00000     0.00000     0.00000     0.00000
   -10.53809     0.00000     0.00000     0.00000     0.00000
   -10.53509     0.00000     0.00000     0.00000     0.00000
   -10.53209     0.00000     0.00000     0.00000     0.00000
   -10.52909     0.00000     0.00000     0.00000     0.00000
   -10.52609     0.00000     0.00000     0.00000     0.00000
   -10.52309     0.00000     0.00000     0.00000     0.00000
   -10.52009     0.00000     0.00000     0.00000     0.00000
   -10.51709     0.00000     0.00000     0.00000     0.00000
   -10.51409     0.00000     0.00000     0.00000     0.00000
   -10.51109     0.00000     0.00000     0.00000     0.00000
   -10.50809     0.00000     0.00000     0.00000     0.00000
   -10.50509     0.00000     0.00000     0.00000     0.00000
   -10.50209     0.00000     0.00000     0.00000     0.00000
   -10.49909     0.00000     0.00000     0.00000     0.00000
   -10.49609     0.00000     0.00000     0.00000     0.00000
   -10.49309     0.00000     0.00000     0.00000     0.00000
   -10.49009     0.00000     0.00000     0.00000     0.00000
   -10.48709     0.00000     0.00000     0.00000     0.00000
   -10.48409     0.00000     0.00000     0.00000     0.00000
   -10.48109     0.00000     0.00000     0.00000     0.00000
   -10.47809     0.00000     0.00000     0.00000     0.00000
   -10.47509     0.00000     0.00000     0.00000     0.00000
   -10.47209     0.00000     0.00000     0.00000     0.00000
   -10.46909     0.00000     0.00000     0.00000     0.00000
   -10.46609     0.00000     0.00000     0.00000     0.00000
   -10.46309     0.00000     0.00000     0.00000     0.00000
   -10.46009     0.00000     0.00000     0.00000     0.00000
   -10.45709     0.00000     0.00000     0.00000     0.00000
   -10.45409     0.00000     0.00000     0.00000     0.00000
   -10.45109     0.00000     0.00000     0.00000     0.00000
   -10.44809     0.00000     0.00000     0.00000     0.00000
   -10.44509     0.00000     0.00000     0.00000     0.00000
   -10.44209     0.00000     0.00000     0.00000     0.00000
   -10.43909     0.00000     0.00000     0.00000     0.00000
   -10.43609     0.00000     0.00000     0.00000     0.00000
   -10.43309     0.00000     0.00000     0.00000     0.00000
   -10.43009     0.00000     0.00000     0.00000     0.00000
   -10.42709     0.00000     0.00000     0.00000     0.00000
   -10.42409     0.00000     0.00000     0.00000     0.00000
   -10.42109     0.00000     0.00000     0.00000     0.00000
   -10.41809     0.00000     0.00000     0.00000     0.00000
   -10.41509     0.00000     0.00000     0.00000     0.00000
   -10.41209     0.00000     0.00000     0.00000     0.00000
   -10.40909     0.00000     0.00000     0.00000     0.00000
   -10.40609     0.00000     0.00000     0.00000     0.00000
   -10.40309     0.00000     0.00000     0.00000     0.00000
   -10.40009     0.00000     0.00000     0.00000     0.00000
   -10.39709     0.00000     0.00000     0.00000     0.00000
   -10.39409     0.00000     0.00000     0.00000     0.00000
   -10.39109     0.00000     0.00000     0.00000     0.00000
   -10.38809     0.00000     0.00000     0.00000     0.00000
   -10.38509     0.00000     0.00000     0.00000     0.00000
   -10.38209     0.00000     0.00000     0.00000     0.00000
   -10.37909     0.00000     0.00000     0.00000     0.00000
   -10.37609     0.00000     0.00000     0.00000     0.00000
   -10.37309     0.00000     0.00000     0.00000     0.00000
   -10.37009     0.00000     0.00000     0.00000     0.00000
   -10.36709     0.00000     0.00000     0.00000     0.00000
   -10.36409     0.00000     0.00000     0.00000     0.00000
   -10.36109     0.00000     0.00000     0.00000     0.00000
   -10.35809     0.00000     0.00000     0.00000     0.00000
   -10.35509     0.00000     0.00000     0.00000     0.00000
   -10.35209     0.00000     0.00000     0.00000     0.00000
   -10.34909     0.00000     0.00000     0.00000     0.00000
   -10.34609     0.00000     0.00000     0.00000     0.00000
   -10.34309     0.00000     0.00000     0.00000     0.00000
   -10.34009     0.00000     0.00000     0.00000     0.00000
   -10.33709     0.00000     0.00000     0.00000     0.00000
   -10.33409     0.00000     0.00000     0.00000     0.00000
   -10.33109     0.00000     0.00000     0.00000     0.00000
   -10.32809     0.00000     0.00000     0.00000     0.00000
   -10.32509     0.00000     0.00000     0.00000     0.00000
   -10.32209     0.00000     0.00000     0.00000     0.00000
   -10.31909     0.00000     0.00000     0.00000     0.00000
   -10.31609     0.00000     0.00000     0.00000     0.00000
   -10.31309     0.00000     0.00000     0.00000     0.00000
   -10.31009     0.00000     0.00000     0.00000     0.00000
   -10.30709     0.00000     0.00000     0.00000     0.00000
   -10.30409     0.00000     0.00000     0.00000     0.00000
   -10.30109     0.00000     0.00000     0.00000     0.00000
   -10.29809     0.00000     0.00000     0.00000     0.00000
   -10.29509     0.00000     0.00000     0.00000     0.00000
   -10.29209     0.00000     0.00000     0.00000     0.00000
   -10.28909     0.00000     0.00000     0.00000     0.00000
   -10.28609     0.00000     0.00000     0.00000     0.00000
   -10.28309     0.00000     0.00000     0.00000     0.00000
   -10.28009     0.00000     0.00000     0.00000     0.00000
   -10.27709     0.00000     0.00000     0.00000     0.00000
   -10.27409     0.00000     0.00000     0.00000     0.00000
   -10.27109     0.00000     0.00000     0.00000     0.00000
   -10.26809     0.00000     0.00000     0.00000     0.00000
   -10.26509     0.00000     0.00000     0.00000     0.00000
   -10.26209     0.00000     0.00000     0.00000     0.00000
   -10.25909     0.12387     0.00180     0.39827     2.54024
   -10.25609     0.11263     0.00163     0.36172     2.30666
   -10.25309     0.10885     0.00156     0.34924     2.22641
   -10.25009     0.11488     0.00164     0.36829     2.34745
   -10.24709     0.12092     0.00172     0.38738     2.46861
   -10.24409     0.12198     0.00173     0.39039     2.48712
   -10.24109     0.11257     0.00158     0.35968     2.29002
   -10.23809     0.11336     0.00159     0.36184     2.30299
   -10.23509     0.11639     0.00162     0.37125     2.36235
   -10.23209     0.11943     0.00166     0.38069     2.42169
   -10.22909     0.11523     0.00158     0.36670     2.33135
   -10.22609     0.11770     0.00161     0.37424     2.37881
   -10.22309     0.12017     0.00163     0.38185     2.42632
   -10.22009     0.12264     0.00166     0.38940     2.47369
   -10.21709     0.12442     0.00167     0.39472     2.50669
   -10.21409     0.12075     0.00160     0.38225     2.42528
   -10.21109     0.11924     0.00156     0.37686     2.38904
   -10.20809     0.12019     0.00156     0.37945     2.40416
   -10.20509     0.12115     0.00156     0.38205     2.41921
   -10.20209     0.12277     0.00156     0.38680     2.44819
   -10.19909     0.12473     0.00158     0.39265     2.48397
   -10.19609     0.12560     0.00157     0.39485     2.49608
   -10.19309     0.12606     0.00155     0.39571     2.49927
   -10.19009     0.12652     0.00153     0.39656     2.50234
   -10.18709     0.12839     0.00154     0.40194     2.53480
   -10.18409     0.13062     0.00154     0.40851     2.57449
   -10.18109     0.13286     0.00155     0.41506     2.61419
   -10.17809     0.13510     0.00156     0.42166     2.65381
   -10.17509     0.13671     0.00153     0.42567     2.67445
   -10.17209     0.13899     0.00150     0.43155     2.70482
   -10.16909     0.14306     0.00150     0.44340     2.77404
   -10.16609     0.14715     0.00150     0.45525     2.84349
   -10.16309     0.15344     0.00153     0.47388     2.95597
   -10.16009     0.16248     0.00158     0.50104     3.12101
   -10.15709     0.17211     0.00163     0.52993     3.29726
   -10.15409     0.20849     0.00190     0.64091     3.98042
   -10.15109     0.20794     0.00187     0.63856     3.96328
   -10.14809     0.21780     0.00189     0.66724     4.13182
   -10.14509     0.22878     0.00193     0.69992     4.32854
   -10.14209     0.23985     0.00197     0.73263     4.52536
   -10.13909     0.20219     0.00157     0.61624     3.79628
   -10.13609     0.16356     0.00126     0.49811     3.06269
   -10.13309     0.16544     0.00124     0.50317     3.08435
   -10.13009     0.19269     0.00139     0.58481     3.56854
   -10.12709     0.11579     0.00079     0.35015     2.12451
   -10.12409     0.10777     0.00069     0.32510     1.96440
   -10.12109     0.08867     0.00056     0.26733     1.61333
   -10.11809     0.06951     0.00044     0.20943     1.26221
   -10.11509     0.05028     0.00031     0.15139     0.91131
   -10.11209     0.03098     0.00019     0.09322     0.56042
   -10.10909     0.01161     0.00007     0.03492     0.20963
   -10.10609     0.00000     0.00000     0.00000     0.00000
   -10.10309     0.00000     0.00000     0.00000     0.00000
   -10.10009     0.00000     0.00000     0.00000     0.00000
   -10.09709     0.00000     0.00000     0.00000     0.00000
   -10.09409     0.00000     0.00000     0.00000     0.00000
   -10.09109     0.00000     0.00000     0.00000     0.00000
   -10.08809     0.00000     0.00000     0.00000     0.00000
   -10.08509     0.00000     0.00000     0.00000     0.00000
   -10.08209     0.00000     0.00000     0.00000     0.00000
   -10.07909     0.00000     0.00000     0.00000     0.00000
   -10.07609     0.00000     0.00000     0.00000     0.00000
   -10.07309     0.00000     0.00000     0.00000     0.00000
   -10.07009     0.02457     0.00061     0.07871     0.52318
   -10.06709     0.03301     0.00080     0.10550     0.70194
   -10.06409     0.08149     0.00174     0.25712     1.70338
   -10.06109     0.12191     0.00249     0.38289     2.54437
   -10.05809     0.16653     0.00325     0.52107     3.47503
   -10.05509     0.21123     0.00397     0.65906     4.40538
   -10.05209     0.22959     0.00374     0.71144     4.78830
   -10.04909     0.22432     0.00357     0.69363     4.66481
   -10.04609     0.21904     0.00340     0.67581     4.54165
   -10.04309     0.21375     0.00324     0.65800     4.41816
   -10.04009     0.19592     0.00293     0.60219     4.03403
   -10.03709     0.15648     0.00241     0.48118     3.20198
   -10.03409     0.13577     0.00211     0.41741     2.76468
   -10.03109     0.12993     0.00200     0.39885     2.63719
   -10.02809     0.11029     0.00171     0.33794     2.22268
   -10.02509     0.10850     0.00166     0.33198     2.18104
   -10.02209     0.10669     0.00160     0.32606     2.13955
   -10.01909     0.10489     0.00155     0.32010     2.09804
   -10.01609     0.10308     0.00150     0.31413     2.05646
   -10.01309     0.10126     0.00145     0.30817     2.01491
   -10.01009     0.09904     0.00139     0.30098     1.96535
   -10.00709     0.09611     0.00134     0.29175     1.90221
   -10.00409     0.09302     0.00128     0.28203     1.83610
   -10.00109     0.08992     0.00123     0.27230     1.76994
    -9.99809     0.08683     0.00117     0.26256     1.70383
    -9.99509     0.08371     0.00112     0.25281     1.63770
    -9.99209     0.08046     0.00106     0.24268     1.56928
    -9.98909     0.07798     0.00102     0.23496     1.51740
    -9.98609     0.08398     0.00131     0.25462     1.63523
    -9.98309     0.09243     0.00167     0.28209     1.80210
    -9.98009     0.10147     0.00204     0.31130     1.98082
    -9.97709     0.11053     0.00240     0.34048     2.15952
    -9.97409     0.11959     0.00276     0.36965     2.33823
    -9.97109     0.12865     0.00312     0.39883     2.51698
    -9.96809     0.12140     0.00280     0.37463     2.36733
    -9.96509     0.11644     0.00258     0.35806     2.26425
    -9.96209     0.11842     0.00266     0.36418     2.30085
    -9.95909     0.12040     0.00273     0.37027     2.33749
    -9.95609     0.12239     0.00280     0.37636     2.37415
    -9.95309     0.12477     0.00288     0.38364     2.41852
    -9.95009     0.12730     0.00295     0.39140     2.46598
    -9.94709     0.12984     0.00303     0.39918     2.51357
    -9.94409     0.13217     0.00311     0.40630     2.55710
    -9.94109     0.13385     0.00317     0.41151     2.58811
    -9.93809     0.13490     0.00323     0.41473     2.60675
    -9.93509     0.13164     0.00310     0.40387     2.53725
    -9.93209     0.12812     0.00296     0.39220     2.46239
    -9.92909     0.12989     0.00297     0.39668     2.48946
    -9.92609     0.12813     0.00292     0.39090     2.45137
    -9.92309     0.12636     0.00287     0.38514     2.41321
    -9.92009     0.12529     0.00283     0.38149     2.38889
    -9.91709     0.12526     0.00283     0.38120     2.38547
    -9.91409     0.12641     0.00285     0.38443     2.40444
    -9.91109     0.12770     0.00287     0.38807     2.42621
    -9.90809     0.12899     0.00289     0.39177     2.44786
    -9.90509     0.13028     0.00292     0.39542     2.46965
    -9.90209     0.13158     0.00294     0.39909     2.49132
    -9.89909     0.13287     0.00296     0.40279     2.51308
    -9.89609     0.13417     0.00299     0.40647     2.53477
    -9.89309     0.13128     0.00295     0.39751     2.47516
    -9.89009     0.13260     0.00294     0.40091     2.49478
    -9.88709     0.13423     0.00294     0.40530     2.52014
    -9.88409     0.13575     0.00294     0.40945     2.54422
    -9.88109     0.13675     0.00295     0.41211     2.55913
    -9.87809     0.13765     0.00295     0.41453     2.57227
    -9.87509     0.13855     0.00295     0.41691     2.58539
    -9.87209     0.13945     0.00295     0.41931     2.59863
    -9.86909     0.14035     0.00295     0.42173     2.61191
    -9.86609     0.14125     0.00295     0.42413     2.62502
    -9.86309     0.14164     0.00295     0.42503     2.62844
    -9.86009     0.14189     0.00294     0.42552     2.62936
    -9.85709     0.14215     0.00293     0.42603     2.63037
    -9.85409     0.24081     0.00497     0.71914     4.38982
    -9.85109     0.17799     0.00364     0.53172     3.25994
    -9.84809     0.34003     0.00723     1.02024     6.29716
    -9.84509     0.19840     0.00406     0.59272     3.64109
    -9.84209     0.18587     0.00377     0.55478     3.40667
    -9.83909     0.17700     0.00356     0.52779     3.23837
    -9.83609     0.16903     0.00337     0.50348     3.08713
    -9.83309     0.16136     0.00318     0.48007     2.94150
    -9.83009     0.15443     0.00300     0.45889     2.80995
    -9.82709     0.14794     0.00284     0.43910     2.68663
    -9.82409     0.14216     0.00269     0.42150     2.57655
    -9.82109     0.13846     0.00259     0.41017     2.50590
    -9.81809     0.13540     0.00251     0.40084     2.44759
    -9.81509     0.13235     0.00243     0.39154     2.38947
    -9.81209     0.12929     0.00235     0.38218     2.33132
    -9.80909     0.12622     0.00227     0.37285     2.27286
    -9.80609     0.11414     0.00204     0.33651     2.04983
    -9.80309     0.11069     0.00195     0.32582     1.98281
    -9.80009     0.10724     0.00186     0.31514     1.91576
    -9.79709     0.10231     0.00175     0.30025     1.82366
    -9.79409     0.09709     0.00164     0.28452     1.72686
    -9.79109     0.09217     0.00153     0.26970     1.63558
    -9.78809     0.08835     0.00144     0.25819     1.56452
    -9.78509     0.08455     0.00135     0.24674     1.49396
